product_id,product_category_name_english,total_quantity_sold,total_revenue,avg_price,avg_freight_value,avg_review_score
bb50f2e236e5eea0100680137654686c,health_beauty,194,67258.03,327.62886597938143,19.062010309278353,4.237113402061856
d1c427060a0f73f6b889a5c7c61f2ac4,computers_accessories,332,58957.31,137.4113253012048,40.17093373493976,4.259036144578313
6cdd53843498f92890544667809f1595,health_beauty,153,57933.729999999996,350.66862745098035,27.98320261437909,4.333333333333333
99a4788cb24856965c36a24e339b6058,bed_bath_table,477,49907.5,88.15442348008386,16.473459119496855,3.860587002096436
3dd2a17168ec895c781a9191c1e95ad7,computers_accessories,272,47876.060000000005,149.93676470588235,26.078161764705882,4.205882352941177
d6160fb7873f184099d9bc95e30376af,computers,33,47314.18,1392.4045454545453,41.35848484848485,4.666666666666667
aca2eb7d00ea1a7b8ebd4e68314663af,furniture_decor,520,44197.75,71.35442307692308,13.64125,4.025
5f504b3a1c75b73d6151be81eb05bdc9,cool_stuff,63,41725.81,598.9507936507937,63.36365079365079,4.555555555555555
25c38557cf793876c5abdd5931f922db,baby,38,40311.95,1023.8768421052631,36.96394736842105,2.6052631578947367
53b36df67ebb7c41585e8d54d6772e08,watches_gifts,321,39713.49,116.68109034267911,7.036947040498442,4.174454828660436
e0d64dcfaa3b6db5c54ca298ae101d05,watches_gifts,193,35162.31,163.84362694300518,18.344507772020723,3.7590673575129534
422879e10f46682990de24d770e7f83d,garden_tools,484,34201.26,54.911611570247935,15.752148760330579,3.9545454545454546
f1c7f353075ce59d8a6f3cf58f419c9c,bed_bath_table,153,33086.95,194.7213071895425,21.53326797385621,4.3202614379084965
d285360f29ac7fd97640bf0baef03de0,watches_gifts,119,32509.27,256.9236134453781,16.263529411764708,3.73109243697479
7a10781637204d8d10485c71a6108a2e,watches_gifts,141,32329.18,213.08156028368793,16.203404255319146,4.085106382978723
f819f0c84a64f02d3a5606ca95edd272,watches_gifts,44,29846.05,646.6268181818182,31.6925,4.159090909090909
588531f8ec37e7d5ff5b7b22ea0488f8,computers,20,29080.21,1414.5995,39.411,4.05
389d119b48cf3043d311335e499d9c6b,garden_tools,390,28543.649999999998,54.70971794871795,18.479128205128205,4.123076923076923
368c6c730842d78016ad823897a372db,garden_tools,388,27984.399999999998,54.2701030927835,17.854639175257734,3.893041237113402
a62e25e09e05e6faf31d90c6ec1aa3d1,watches_gifts,224,27742.7,106.40625,17.445089285714285,3.8660714285714284
53759a2ecddad2bb87a079a1f1519f73,garden_tools,373,27268.23,54.657372654155495,18.447801608579088,3.8431635388739944
16c4e87b98a9370a9cbc3a4658a3f45b,musical_instruments,13,26630.15,1925.6923076923076,122.78076923076924,4.3076923076923075
5a848e4ab52fd5445cdc07aab1c40e48,unknown,190,26315.149999999998,122.99,15.510789473684211,4.1947368421052635
2b4609f8948be18874494203496bc318,health_beauty,255,26127.92,87.36184313725491,15.100588235294119,4.1
52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,115,25188.99,173.54408695652174,45.49060869565218,4.234782608695652
19c91ef95d509ea33eda93495c4d3481,health_beauty,154,24038.01,121.06142857142856,35.029545454545456,4.097402597402597
461f43be3bdf8844e65b62d9ac2c7a5a,watches_gifts,144,22860.65,141.14041666666668,17.61409722222222,3.9444444444444446
a5215a7a9f46c4185b12f38e9ddf2abc,computers,17,22411.02,1278.8176470588237,39.47764705882353,4.117647058823529
1dec4c88c685d5a07bf01dcb0f8bf9f8,auto,35,22228.51,570.4285714285714,64.67171428571429,2.657142857142857
bc4cd4da98dd128c39bf0b8c2674032f,computers,17,22184.44,1264.6817647058824,40.28529411764706,4.0
c4baedd846ed09b85f78a781b522f126,garden_tools,148,20779.41,100.4664189189189,39.935,4.222972972972973
6f3b5b605d91b7439c5e3f5a8dffeea7,watches_gifts,116,20765.94,162.45172413793105,16.565,4.086206896551724
fd0065af7f09af4b82a0ca8f3eed1852,auto,10,20341.34,1999.9900000000002,34.144,1.2
8c591ab0ca519558779df02023177f44,garden_tools,138,19563.55,102.5518115942029,39.213043478260865,4.166666666666667
165f86fe8b799a708a20ee4ba125c289,cool_stuff,104,19310.72,163.1053846153846,22.57461538461538,3.855769230769231
1a080577618e7fe4d9ddd8fb2b47a964,watches_gifts,32,18938.170000000002,570.7175,21.1003125,4.0625
7814c273ab16783d73a9863ebfa8b141,furniture_decor,62,18273.079999999998,238.25806451612902,56.469032258064516,4.0
e53e557d5a159f5aa2c5e995dfdf244b,computers_accessories,181,18174.21,84.32839779005525,16.08160220994475,3.4198895027624308
af51d485dc5255ba2e18b21b550156e6,luggage_accessories,55,18135.93,263.3329090909091,66.41127272727273,4.4
d5991653e037ccb7af6ed7d94246b249,computers_accessories,103,18070.61,146.7166990291262,28.726116504854367,3.9757281553398056
e7cc48a9daff5436f63d3aad9426f28b,telephony,89,17820.94,174.56179775280899,25.673483146067415,3.595505617977528
fb01a5fc09b9b9563c2ee41a22f07d54,consoles_games,24,17502.96,697.1579166666667,32.132083333333334,2.75
601a360bd2a916ecef0e88de72a6531a,cool_stuff,117,17111.55,127.34897435897436,18.90358974358974,4.273504273504273
8ed094bfe076c568f6bb10feada3f75d,office_furniture,70,16971.940000000002,184.95842857142858,57.49785714285714,3.442857142857143
35afc973633aaeb6b877ff57b2793310,home_confort,162,16803.37,87.82216049382717,15.902345679012345,3.8580246913580245
7c1bd920dbdf22470b68bde975dd3ccf,health_beauty,220,16735.7,59.94454545454545,16.126818181818184,3.918181818181818
a04087ab6a96ffa041f8a2701a72b616,computers,24,16735.63,632.75,64.56791666666668,3.6666666666666665
